Rescue_ID,Date_Caught,Researcher,CaptureSite,ForagingGround,CaptureMethod,Fisher,LandingSite,Species,ReleaseSite,Tag_1,Tag_2,Tag_3,Lost_Tags,T_Number,CCL_cm,CCW_cm,Weight_Kg,Sex,TurtleCharacteristics,Status,Date_Release,Release_Admiss_Notes,SpecialRemarks,PCVNumber,Expenditure
2007_RE_0243,6/17/2007,researcher_9,site_15,creek,net,fisher_974,site_118,species_2,site_90,NotTagged_0174,None,NA,NA,NA,32.5,31,NA,NA,Large nuchal like a small CS. No other main characteristics. Very slow in movements& sign of exhaustion hence rehabed for three days.,NA,NA,released on 20 Jun 2007,NA,NA,NA
2007_RE_0244,6/18/2007,researcher_9,site_15,creek,net,fisher_400,site_118,species_1,site_80,KE2893,None,NA,NA,NA,41.7,42.1,NA,NA,Carapace beginning to flake. Edge of RRF is jagged.,NA,NA,NA,NA,NA,NA
2007_RE_0245,6/19/2007,researcher_9,site_33,creek,net,fisher_641,site_8,species_1,site_80,KE2894,None,NA,NA,NA,41.3,40.4,NA,NA,5 LLS. 6 CS. 12 MS (On both sides). Flaking scutes. Notch 7th MS.,NA,NA,NA,NA,NA,NA
2007_RE_0246,6/22/2007,researcher_9,site_110,creek,net,fisher_1208,site_12,species_1,site_80,KE2895,None,NA,NA,NA,40.5,38.6,NA,NA,A fraction of RRF is missing. No other main characteristics.,NA,NA,NA,NA,NA,NA
2007_RE_0247,6/24/2007,researcher_9,site_35,creek,net,fisher_1081,site_58,species_1,site_80,KE1462,None,NA,NA,NA,55.5,49.3,NA,NA,A notch between 11th and LSCL. Small hook injury in RFF.,NA,NA,NA,NA,NA,NA
2007_RE_0248,6/25/2007,researcher_9,site_33,creek,longline,fisher_787,site_58,species_1,site_90,KE3022,None,NA,NA,NA,44.6,44.1,NA,NA,Big bruise infront of nuchal. Small barnacle on neck& shoulder and flippers. Barnacle scars on scutes. Notches from 9th RMS to RSC and in between 10th and 11th LMS. Small hook injury at the back of the neck.,NA,NA,NA,NA,NA,NA
2007_RE_0249,6/25/2007,researcher_9,site_53,creek,net,fisher_945,site_8,species_1,site_80,KE2896,None,NA,NA,NA,43.4,42.7,NA,NA,Healing tissues at the joint connecting the 1st of both MS on the skin. Some green algae on rear shell.,NA,NA,NA,NA,NA,NA
2007_RE_0250,6/26/2007,researcher_9,site_58,creek,net,fisher_879,site_8,species_1,site_116,KE2898,None,NA,NA,NA,47.7,44.8,NA,NA,1 cm fresh cut on 1st 3rd of RFF. Flaking plastron.,NA,NA,NA,NA,NA,NA
2007_RE_0251,6/26/2007,researcher_23,site_36,creek,net,fisher_1114,site_58,species_1,site_80,KE2899,None,NA,NA,NA,47.4,46.5,NA,NA,Notch between No. 10+11 RM. Large groove in No. 11 RM. Notch between No. 11 RM + RSC. Uneven. Notch between SC's. Extra scute between No. 3 and 4  LM. Flaking on all scutes.,NA,NA,NA,NA,NA,NA
2007_RE_0252,6/26/2007,researcher_9,site_33,creek,net,fisher_1388,site_8,species_1,site_116,KE2897,None,NA,NA,NA,44.2,42.2,NA,NA,V shaped notch in RRF. Big barnacle scar on 4th RMS. No more features.,NA,NA,NA,NA,NA,NA
2007_RE_0253,6/28/2007,researcher_9,site_36,creek,longline,fisher_1340,site_58,species_1,site_80,3201,None,NA,NA,NA,39.3,37.7,NA,NA,Entangled by a longline& not really hooked. No major characteristics.,NA,NA,NA,NA,NA,NA
2007_RE_0254,6/28/2007,researcher_9,site_38,ocean,net,fisher_400,site_118,species_1,site_80,KE2900,None,NA,NA,NA,49.9,46.4,NA,NA,Brown algae at the back of the neck.,NA,NA,NA,NA,NA,NA
2007_RE_0255,6/29/2007,researcher_9,site_53,creek,net,fisher_336,site_8,species_1,site_80,KE2922,None,NA,NA,NA,41.9,38.2,NA,NA,Some scutes are flaking . Barnacle scars + dead ones on the body. RRF is jagged into notches. Notch between 8th and 9th LMS. 9th& 10th and 11th RMS are jagged.,NA,NA,NA,NA,NA,NA
2007_RE_0256,6/29/2007,researcher_9,site_53,creek,net,fisher_879,site_8,species_1,site_80,3206,None,NA,NA,NA,40.2,39.9,NA,NA,2 large U shaped notches in RRF. Outer edge of LFF is missing& wound fully healed.,NA,NA,NA,NA,NA,NA
2007_RE_0257,6/29/2007,researcher_9,site_33,creek,net,fisher_489,site_12,species_1,site_80,3202,None,NA,NA,NA,70.3,66.3,NA,NA,Tag rip in LRF. Tag lump in RRF. Big notches in both SCLs. A fraction of the inner edge of LRF is missing.,NA,NA,NA,NA,NA,NA
2007_RE_0258,6/29/2007,researcher_9,site_35,creek,uzio,fisher_101,site_58,species_1,site_80,3203,None,NA,NA,NA,44.9,41.5,NA,NA,Carapace is beginning to flake. Small barnacles on flippers& neck and shoulder. Barnacle scars around the mouth.,NA,NA,NA,NA,NA,NA
2007_RE_0259,6/29/2007,researcher_9,site_111,creek,longline,fisher_1081,site_58,species_1,site_80,3204,None,NA,NA,NA,46.8,43.6,NA,NA,Flaking shell. Barnacle scars 2nd CS. Tag rip in LRF. Small notch between 8th and 9th + between 11th and RSCL.,NA,NA,NA,NA,NA,NA
2007_RE_0260,6/29/2007,researcher_9,site_111,creek,longline,fisher_1081,site_58,species_1,site_80,3205,None,NA,NA,NA,64.8,57.7,NA,NA,5 RLS. Tag hole in RRF and LRF. Small barnacles on neck& shoulder and flippers.,NA,NA,NA,NA,NA,NA
2007_RE_0261,7/1/2007,researcher_9,site_33,creek,net,fisher_1385,site_12,species_1,site_80,3207,None,NA,NA,NA,42.6,41.7,NA,NA,Small barnacles on flippers and plastron.,NA,NA,NA,NA,NA,NA
2007_RE_0262,7/2/2007,researcher_9,site_53,creek,net,fisher_861,site_8,species_1,site_80,KE2862,None,NA,NA,NA,44.4,40.7,NA,NA,Small barnacles and scars on flippers . Barnacle scars on the joint between 10th and 11th RMS. Flaking plastron.,NA,NA,NA,NA,NA,NA
2007_RE_0263,7/2/2007,researcher_9,site_36,creek,longline,fisher_1114,site_58,species_1,site_80,3208,None,NA,NA,NA,44.2,41.7,NA,NA,Tag rips in both RFs. Flaking shell mainly from the joint. A notch in the joint between 10th and 11th LMS. Flaking plastron . Small hook injury under LFF.,NA,NA,NA,NA,NA,NA
2007_RE_0264,7/3/2007,researcher_9,site_53,creek,net,fisher_861,site_8,species_1,site_80,3210,None,NA,NA,NA,52.1,47.2,NA,NA,A tag rip in LRF. Barnacles and barnacle scars on flippers.,NA,NA,NA,NA,NA,NA
2007_RE_0265,7/3/2007,researcher_9,site_53,creek,net,fisher_861,site_8,species_1,site_80,3209,None,NA,KE1805,NA,56.6,53.7,NA,NA,Tips of FFs are jagged into small notches. Tag place swollen tight and covered the tag numbers.,NA,NA,NA,NA,NA,NA
2007_RE_0266,7/3/2007,researcher_9,site_53,creek,net,fisher_861,site_8,species_1,site_80,KE3058,None,NA,NA,NA,46,42.2,NA,NA,Barnacles on scutes and plastron. Flaking shell.,NA,NA,NA,NA,NA,NA
2007_RE_0267,7/3/2007,researcher_9,site_53,creek,net,fisher_861,site_8,species_1,site_80,KE2818,None,NA,NA,NA,66.9,59.8,NA,NA,Tag lump in LRF. Tag rip in RRF. Barnacle scars on flippers. Notch in LSCL + 11th LMS.,NA,NA,NA,NA,NA,NA
2007_RE_0268,7/3/2007,researcher_9,site_53,creek,net,fisher_861,site_8,species_1,site_80,KE2862,None,NA,NA,NA,44.4,40.7,NA,NA,Small barnacles on flippers. flaking plastron.,NA,NA,NA,NA,NA,NA
2007_RE_0269,7/3/2007,researcher_9,site_53,creek,net,fisher_861,site_8,species_1,site_80,KE3032,None,NA,NA,NA,45.2,44.2,NA,NA,Flaking shell. A fraction of LRF is missing. Tip of LSCL. Is broken.,NA,NA,NA,NA,NA,NA
2007_RE_0270,7/3/2007,researcher_9,site_53,creek,net,fisher_861,site_8,species_1,site_80,KE2972,None,NA,NA,NA,47,44.1,NA,NA,Barnacles on head and flippers. Flaking shell.,NA,NA,NA,NA,NA,NA
2007_RE_0271,7/3/2007,researcher_9,site_110,creek,net,fisher_879,site_8,species_1,site_80,KE1028,None,NA,NA,NA,65.4,59.7,NA,NA,8CS. 5 LLS. Shallow notch in 10th RMS. Small barnacles on flipers.,NA,NA,NA,NA,NA,NA
2007_RE_0272,7/5/2007,researcher_9,site_58,creek,net,fisher_879,site_8,species_1,site_73,3211,None,NA,NA,NA,44.6,43.2,NA,NA,Tiny barnacles on rear shell,NA,NA,NA,NA,NA,NA
2007_RE_0273,7/8/2007,researcher_9,site_13,ocean,net,fisher_448,site_120,species_1,site_80,NotTagged_0175,None,NA,NA,NA,19.1,17.5,NA,NA,Net cutting bruises around the shoulder of RRF and both RF.,NA,NA,Not tagged; too small to tag,NA,NA,NA
2007_RE_0274,7/10/2007,researcher_9,site_53,creek,net,fisher_861,site_8,species_1,site_80,3215,None,NA,NA,NA,41.7,42.5,NA,NA,Several small barnacles on carapace. Shell beginning to flake. 2 cm scar across top of head.,NA,NA,NA,NA,NA,NA
2007_RE_0275,7/10/2007,researcher_9,site_53,creek,net,fisher_861,site_8,species_1,site_80,KE3216,None,NA,NA,NA,44,41.1,NA,NA,14 barnacle barnacle on scutes ( removed). Notch between 10th and 11th RM. Plastron is flaking + several large scars of barnacles,NA,NA,NA,NA,NA,NA
2007_RE_0276,7/10/2007,researcher_23,site_53,creek,net,fisher_1200,site_8,species_1,site_90,3212,None,NA,NA,NA,67.7,59.9,NA,NA,7 large barncle on carapace. Small notch in No.11 LM. Notch between No.8 + 9 RM. Notch in No. 9 RM. Notch in No. 10 RM. Notch in No. 11 RM. 1/2 of LRF missing. Old tag hole in L + R =RFs,NA,NA,NA,NA,NA,NA
2007_RE_0277,7/10/2007,researcher_9,site_53,creek,net,fisher_861,site_8,species_1,site_80,3217,None,NA,NA,NA,48,46.2,NA,NA,Notch in 11th RM. Hooked in corner of the beak,NA,NA,NA,NA,NA,NA
2007_RE_0278,7/10/2007,researcher_9,site_119,ocean,net,fisher_400,site_118,species_1,site_80,3214,None,NA,NA,NA,43.3,41.2,NA,NA,The joint between 2nd and 3rd LLS is raised.,NA,NA,NA,NA,NA,NA
2007_RE_0279,7/10/2007,researcher_23,site_35,creek,net,fisher_1340,site_58,species_1,site_80,3213,None,NA,NA,NA,69,64.2,NA,NA,Large notch between No. 10 and 11 LM. Notch between 9 and 10 RM. Large notch in RSC. Barnacle scars on No. 4 LLS. Barnacle scars on No. 3 CS. Old tag hole in both L+R =FFs. Tag hole in RRF. A tag rip in LRF. Hooked in RFF.,NA,NA,NA,NA,NA,NA
2007_RE_0280,7/10/2007,researcher_23,site_35,creek,net,fisher_932,site_58,species_1,site_90,KE2922,None,NA,NA,NA,41.5,38.4,NA,NA,Notch in No. 8 LM. Flaking on all scutes. Notch in No.10 LM. Small notch in No. 10 LM. Uneven LSC. Small hole in LSCL. Notch in No. 8 RM. Large notch No. 9 RM. Notch between No. 9 and 10 RM. Notch in No.11 RM. Rip in outer edge  of RRF.,NA,NA,NA,NA,NA,NA
2007_RE_0281,7/10/2007,researcher_9,site_53,creek,net,fisher_861,site_8,species_1,site_80,KE2829,None,NA,NA,NA,36.7,35.6,NA,NA,Shell is beginning to flake from joint of scutes.,NA,NA,NA,NA,NA,NA
2007_RE_0282,7/11/2007,researcher_9,site_12,creek,net,fisher_489,site_12,species_1,site_80,KE2947,None,NA,NA,NA,41.7,39.8,NA,NA,Small few barnacles on the body.,NA,NA,NA,NA,NA,NA
2007_RE_0283,7/11/2007,researcher_9,site_24,creek,net,fisher_1200,site_118,species_1,site_80,KE2922,None,NA,NA,NA,41.8,38.1,NA,NA,Flaking shell. Notches in 8th and 9th LMS and between 9th and 10th + in RMS. Barnacle hole in left Supra. Small V shaped in RRF.,NA,NA,NA,NA,NA,NA
2007_RE_0284,7/11/2007,researcher_23,site_53,creek,net,fisher_930,site_58,species_1,site_80,KE2858,None,NA,NA,NA,76,66.5,NA,NA,7 barnacles on carapace (removed). Uneven groove between SC's. Small notch between No. 8 and 9 RMS. Notch in No. 10 RM. 1/2 of RRF is missing,NA,NA,NA,NA,NA,NA
2007_RE_0285,7/12/2007,researcher_9,site_53,creek,net,fisher_879,site_8,species_1,site_90,3218,None,NA,NA,NA,39,41.1,NA,NA,Flaking shell,NA,NA,NA,NA,NA,NA
2007_RE_0286,7/15/2007,researcher_23,site_36,creek,net,fisher_1340,site_58,species_1,site_80,3220,None,NA,NA,NA,52.5,50.3,NA,NA,Notch between No. 11 RM and RSC.,NA,NA,NA,NA,NA,NA
2007_RE_0287,7/15/2007,researcher_9,site_110,creek,net,fisher_409,site_110,species_1,site_80,3219,None,NA,NA,NA,43.4,42.5,NA,NA,Small barnacles on scutes. Light green algae on shell.,NA,NA,NA,NA,NA,NA
2007_RE_0288,7/16/2007,researcher_9,site_53,creek,net,fisher_861,site_8,species_1,site_73,KE2807,None,NA,NA,NA,48,47.2,NA,NA,A tag rip in LRF. Tips of both FFs are rounded.,NA,NA,NA,NA,NA,NA
2007_RE_0289,7/16/2007,researcher_9,site_53,creek,net,fisher_861,site_8,species_1,site_73,3221,None,NA,NA,NA,41.2,41.2,NA,NA,A huge chunk from 8th to 10th LMS. Healing damage in the joint between 2nd and 3rd LMS. Small barnacles on shoulder.,NA,NA,NA,NA,NA,NA
2007_RE_0290,7/17/2007,researcher_9,site_53,creek,net,fisher_861,site_8,species_1,site_73,KE2997,None,NA,NA,NA,51.3,47,NA,NA,3 big barnacles on scutes. A dissolving tag lump in LRF. A tag rip in RRF.,NA,NA,NA,NA,NA,NA
2007_RE_0291,7/17/2007,researcher_9,site_53,creek,net,fisher_861,site_8,species_1,site_73,KE3062,None,NA,NA,NA,44.8,45.2,NA,NA,Tip of LSCL. Is broken. Notch between 11th and RSCL. Barnacles on plastron.,NA,NA,NA,NA,NA,NA
2007_RE_0292,7/18/2007,researcher_9,site_33,creek,longline,fisher_634,site_58,species_1,site_116,3799,None,NA,KE1907,NA,49.3,44.7,NA,NA,Hooked in the mouth (Beit was squide) A notch in 11th LMS. Plastron is beginning to flake.,NA,NA,NA,NA,NA,NA
2007_RE_0293,7/18/2007,researcher_9,site_53,creek,net,fisher_861,site_8,species_1,site_73,3209,None,NA,NA,NA,56.8,53.8,NA,NA,A tag lump in LRF. Few small barnacles on flippers.,NA,NA,NA,NA,NA,NA
2007_RE_0294,7/18/2007,researcher_9,site_53,creek,net,fisher_861,site_8,species_1,site_73,KE2838,None,NA,NA,NA,43.7,40.9,NA,NA,Few small barnacles on flippers and plastron. Flaking plastron.,NA,NA,NA,NA,NA,NA
2007_RE_0295,7/18/2007,researcher_9,site_53,creek,net,fisher_861,site_8,species_1,site_116,3222,None,NA,NA,NA,47,44.1,NA,NA,Small barnacles on under rear shell. A tag rip in LRF.,NA,NA,NA,NA,NA,NA
2007_RE_0296,7/19/2007,researcher_9,site_58,creek,net,fisher_1181,site_110,species_1,site_80,3223,None,NA,KE1831,NA,61.2,56.4,NA,NA,A tag lump in LRF. A big V shaped notch in RRF. Tips of both FFs are rounded,NA,NA,NA,NA,NA,NA
2007_RE_0297,7/19/2007,researcher_23,site_33,creek,net,fisher_1181,site_110,species_1,site_80,3224,None,NA,NA,NA,37.9,34.2,NA,NA,Flaking shell. Small barnacle scars on scutes and  flippers. Large barnacles on plastron.,NA,NA,NA,NA,NA,NA
2007_RE_0298,7/20/2007,researcher_23,site_53,creek,net,fisher_861,site_8,species_1,site_80,KE1516,None,NA,NA,NA,61.8,59.9,NA,NA,RSC uneven shaped and edge missing. Small extra scute between No. 4 + 5 CS. Scar on nuchal. Large groove in outer edge of LRF. Tag overgrown with skin.,NA,NA,NA,NA,NA,NA
2007_RE_0299,7/20/2007,researcher_23,site_53,creek,net,fisher_861,site_8,species_1,site_80,KE3032,None,NA,NA,NA,45.1,44.3,NA,NA,Notch in No. 9 RM. LSC. Uneven and edge missing. Notch between 8 + 9 LM. Half of LRF missing. 3 barnacles on RRF and 1 barnacle on face. (Removed),NA,NA,NA,NA,NA,NA
2007_RE_0300,7/20/2007,researcher_9,site_111,creek,net,fisher_879,site_8,species_1,site_116,3225,None,NA,NA,NA,42.3,40.1,NA,NA,8 CS. 5 LLS. A small healing bruise in right side of rear flipper.,NA,NA,NA,NA,NA,NA
2007_RE_0301,7/21/2007,researcher_9,site_33,creek,net,fisher_1331,site_12,species_1,site_73,3226,None,NA,NA,NA,51.3,46.8,NA,NA,A dissolving tag lump in LRF. A tag rip in RRF. A tag rip in LFF. Flaking shell. Hooked under RFF. Small barnacles on flippers.,NA,NA,NA,NA,NA,NA
2007_RE_0302,7/21/2007,researcher_9,site_33,creek,net,fisher_1206,site_8,species_1,site_80,KE2828,None,NA,NA,NA,40.5,38.3,NA,NA,Barnacle scars on rear shell. A big V shaped notch in 10th RMS. Flaking plastron.,NA,NA,NA,NA,NA,NA
2007_RE_0303,7/22/2007,researcher_23,site_38,ocean,net,fisher_400,site_118,species_2,site_80,3787,None,NA,3228,NA,30,28.3,NA,NA,RSC. Larger than LSC. Deformed. LFF- claw growing outward.,NA,NA,NA,NA,NA,NA
2007_RE_0304,7/22/2007,researcher_23,site_38,ocean,net,fisher_400,site_118,species_2,site_80,3227,None,NA,NA,NA,32,32.3,NA,NA,Light covering of brown algae on carapace. No other characteristics.,NA,NA,NA,NA,NA,NA
2007_RE_0305,7/25/2007,researcher_9,site_53,creek,net,fisher_1412,site_8,species_1,site_80,3230,None,NA,NA,NA,76,67.9,NA,NA,Hooked in the mouth. (Beit was a snapper) Barnacle scars on rear shell. Tag lump in LRF. Tag hole in RRF. Tag rip in both FFs.,NA,NA,NA,NA,NA,NA
2007_RE_0306,7/25/2007,researcher_9,site_111,creek,net,fisher_1382,site_58,species_1,site_116,3229,None,NA,NA,NA,52.3,45.6,NA,NA,A tag scar in LRF. A broken old hook under left shoulder. Flaking and barnacle scars on plastron.,NA,NA,NA,NA,NA,NA
2007_RE_0307,7/25/2007,researcher_9,site_53,creek,net,fisher_879,site_8,species_1,site_116,KE1651,None,NA,NA,NA,55.7,53.4,NA,NA,Barnacle scars on shell. Shell beginning to flake. LSC has the outer edge broken. Flaking flippers.,NA,NA,NA,NA,NA,NA
2007_RE_0308,7/25/2007,researcher_9,site_53,creek,net,fisher_861,site_8,species_1,site_67,KE3032,None,NA,NA,NA,45.3,44.2,NA,NA,Flaking shell. A fraction of the outer edge of LRF is missing. The tip of LSC is broken. The tip of RFF is rounded,NA,NA,NA,NA,NA,NA
2007_RE_0309,7/26/2007,researcher_9,site_53,creek,longline,fisher_598,site_42,species_1,site_80,3490,None,NA,3231,NA,47.4,41.7,NA,NA,Hooked in the mouth. (Worm was the beit). Small barnacles on shoulders. LSC is slight small. Flaking plastron.,NA,NA,NA,NOTE (05/10/2017) tag 3231 lost between 10/05/2008-18/11/2008,NA,NA
2007_RE_0310,7/27/2007,researcher_9,site_53,creek,net,fisher_861,site_8,species_1,site_80,KE3034,None,NA,NA,NA,52.4,50.3,NA,NA,Flaking shell. Small barnacles on flippers. Notch between 7th and 8th LMS.,NA,NA,NA,NA,NA,NA
2007_RE_0311,7/27/2007,researcher_9,site_53,creek,net,fisher_861,site_8,species_1,site_80,3204,None,NA,NA,NA,47.2,43.7,NA,NA,Flaking shell. Tag rip in LRF. Small barnacles on flippers.,NA,NA,NA,NA,NA,NA
2007_RE_0312,7/30/2007,researcher_9,site_33,creek,net,fisher_861,site_8,species_1,site_80,3215,None,NA,NA,NA,42,42.2,NA,NA,Flaking and barnacle scars on plastron,NA,NA,NA,NA,NA,NA
2007_RE_0313,7/30/2007,researcher_9,site_53,creek,net,fisher_1112,site_8,species_1,site_116,3222,None,NA,NA,NA,46.9,43.7,NA,NA,Flaking plastron. A tag rip in LRF. Few big barnacles on plastron. The tip of LFF is broken.,NA,NA,NA,NA,NA,NA
2007_RE_0314,7/30/2007,researcher_9,site_53,creek,longline,fisher_861,site_8,species_1,site_80,KE3034,None,NA,NA,NA,52.4,50.4,NA,NA,Flaking shell. Tag rip in LRF. Small barnacles on flippers.,NA,NA,NA,NA,NA,NA
2007_RE_0315,8/2/2007,researcher_9,site_111,creek,longline,fisher_734,site_58,species_1,site_80,3229,None,NA,NA,NA,52.3,45.4,NA,NA,Hooked in left shoulder& no damage. The tip of left RFF has a slight bent. A broken hook in left shoulder. Flaking plastron.,NA,NA,NA,NA,NA,NA
2007_RE_0316,8/2/2007,researcher_9,site_111,creek,longline,fisher_277,site_8,species_1,site_80,3232,None,NA,KE1347,NA,65.3,55.3,NA,NA,Small barnacles on flippers. 1 cm gush from a hook in left shoulder. Skin swollen tight to the tag hence removed,NA,NA,NA,NA,NA,NA
2007_RE_0317,8/3/2007,researcher_9,site_58,creek,net,fisher_129,site_12,species_1,site_87,KE3032,None,NA,NA,NA,45.4,44.3,NA,NA,Flaking shell and plastron. Fraction of inner edge of LRF is missing. Tip of LSC. Is broken.,NA,NA,NA,NA,NA,NA
2007_RE_0318,8/6/2007,researcher_9,site_35,creek,uzio,fisher_101,site_58,species_1,site_80,3233,None,NA,NA,NA,74.1,68.7,NA,NA,Tag rip in LRF. Tag lump in RRF. Dissolving tag lump in LFF. Flaking shell and plastron. Notches in 10th RMS and both 11th MS.,NA,NA,NA,NA,NA,NA
2007_RE_0319,8/7/2007,researcher_9,site_36,creek,longline,fisher_669,site_58,species_1,site_73,KE2857,None,NA,NA,NA,64,56.3,NA,NA,Hooked in right shoulder& no damage.,NA,NA,NA,NA,NA,NA
2007_RE_0320,8/7/2007,researcher_9,site_36,creek,longline,fisher_669,site_58,species_1,site_73,3235,None,NA,NA,NA,46.8,43.7,NA,NA,A small scute between 4th and 5th CS. = 6CS. 4th RLS split into two hence 5 RLS. A notch between 9th and 10th LMS. Hooked in left shoulder& small damage.,NA,NA,NA,NA,NA,NA
2007_RE_0321,8/7/2007,researcher_9,site_36,creek,uzio,fisher_1118,site_58,species_1,site_80,KE3058,None,NA,NA,NA,46.3,43.1,NA,NA,Barnacle infestation on plastron and shell. Flaking shell and plastron.,NA,NA,NA,NA,NA,NA
2007_RE_0322,8/7/2007,researcher_9,site_35,creek,uzio,fisher_101,site_58,species_1,site_116,3234,None,NA,NA,NA,71,64.7,NA,NA,A tag rip in LRF and LFF. A big and deep notch in LSCL. Tip of RSCL. Is broken.,NA,NA,NA,NA,NA,NA
2007_RE_0323,8/7/2007,researcher_9,site_35,creek,longline,fisher_924,site_58,species_1,site_116,KE1955,None,NA,NA,NA,50.6,45.8,NA,NA,Hooked under R. flipper& no damage. Few small barnacles on flippers.,NA,NA,NA,NA,NA,NA
2007_RE_0324,8/8/2007,researcher_9,site_35,creek,longline,fisher_304,site_42,species_1,site_73,3236,None,NA,KE1580,NA,63.7,56.4,NA,NA,A notch in 10th LMS. A circular healing wound in 1st CS,NA,NA,NA,NA,NA,NA
2007_RE_0325,8/8/2007,researcher_9,site_35,creek,uzio,fisher_101,site_58,species_1,site_87,KE1872,None,NA,NA,NA,55.4,49.8,NA,NA,Barnacls on shell and plastron. Infected bruises on shoulders.,NA,NA,NA,NA,NA,NA
2007_RE_0326,8/9/2007,researcher_9,site_53,creek,net,fisher_861,site_8,species_1,site_80,KE3032,None,NA,NA,NA,45.4,44.3,NA,NA,Flaking shell and plastron. Fraction of LRF missing. Tip of LSCL. Broken.,NA,NA,NA,NA,NA,NA
2007_RE_0327,8/9/2007,researcher_9,site_53,creek,net,fisher_861,site_8,species_1,site_80,KE2868,None,NA,NA,NA,40.7,38.5,NA,NA,Barnacles on shell. Inner edge of both FF are jagged towards tip.,NA,NA,NA,NA,NA,NA
2007_RE_0328,8/10/2007,researcher_9,site_36,creek,longline,fisher_669,site_58,species_1,site_80,3229,None,NA,NA,NA,52.2,45.6,NA,NA,A one cm lump in under left shoulder. Tip of LSCL& broken. A small deep wound in left shoulder and an old broken hook in the muscle.,NA,NA,NA,NA,NA,NA
2007_RE_0329,8/10/2007,researcher_9,site_53,creek,net,fisher_861,site_8,species_1,site_80,KE1955,None,NA,NA,NA,50.7,45.8,NA,NA,Few small barnacles on flippers. No other main characteristics.,NA,NA,NA,NA,NA,NA
2007_RE_0330,8/10/2007,researcher_9,site_33,creek,net,fisher_879,site_8,species_1,site_80,3238,None,NA,NA,NA,42.4,41.3,NA,NA,Perfect turtle,NA,NA,NA,NA,NA,NA
2007_RE_0331,8/10/2007,researcher_9,site_13,creek,net,fisher_537,site_13,species_1,site_73,3237,None,NA,NA,NA,44.6,42.6,NA,NA,Sea lices in L. eye& removed. No other main characteristics,NA,NA,NA,NA,NA,NA
2007_RE_0332,8/11/2007,researcher_9,site_92,creek,net,fisher_1199,site_92,species_5,not_recorded,NotTagged_0176,None,NA,NA,NA,47.7,51.1,NA,NA,LRF entangled tight in a jarife net& a born of a joint is exosed . Net mark bruises around both FFs. Notches in 7th& in the joint between 10th and 11th& 11th and 12 and between 12th and LSCL. Sea lices in both eyes.,NA,NA,taken to rehab center; died on 11 Sept 2007,NA,NA,NA
2007_RE_0333,8/11/2007,researcher_9,site_41,creek,net,fisher_400,site_118,species_2,site_73,KE2979,None,NA,NA,NA,43.8,37.5,NA,NA,Thick brown algae on rear shell. Right tip of 2nd CS is broken. Small barnacles on flippers. Pinkish calcereous algae on under the joint of scutes.,NA,NA,NA,NA,NA,NA
2007_RE_0334,8/11/2007,researcher_9,site_15,creek,net,fisher_517,site_118,species_1,site_73,3240,None,NA,NA,NA,46,42.3,NA,NA,A broken tip of LSCL. Flaking shell.,NA,NA,NA,NA,NA,NA
2007_RE_0335,8/12/2007,researcher_9,site_33,creek,net,fisher_174,site_8,species_1,site_73,3242,None,NA,NA,NA,42.3,41.5,NA,NA,Numerous small barnacles on carapace and plastron. A notch in 10th LMS.,NA,NA,NA,NA,NA,NA
2007_RE_0336,8/12/2007,researcher_9,site_35,creek,longline,fisher_669,site_58,species_1,site_73,3243,None,NA,NA,NA,41.3,38.7,NA,NA,Hooked under left shoulder& small wound. A notch in 10th LMS. Flaking plastron.,NA,NA,NA,NA,NA,NA
2007_RE_0337,8/12/2007,researcher_9,site_53,creek,net,fisher_861,site_8,species_1,site_73,3241,None,NA,NA,NA,48.8,44.1,NA,NA,Shell beginning to flake. Lots of barnacles on both shell and plastron.,NA,NA,NA,NA,NA,NA
2007_RE_0338,8/14/2007,researcher_23,site_33,creek,net,fisher_861,site_8,species_1,site_80,KE2828,None,NA,NA,NA,40.8,39.1,NA,NA,Small notch in No. 6 RM. Large notch between No. 9 and 10 RM. Notch between No. 8 and 9 LM. Notch between No.11 LM. And LSCL. 4 small barnacles on carapace. (removed),NA,NA,NA,NA,NA,NA
2007_RE_0339,8/15/2007,researcher_23,site_53,creek,net,fisher_879,site_8,species_1,site_80,3830,None,NA,3244,NA,46.6,42.7,NA,NA,Large barnacle scar on No. 10 LM. 2 large barnacle on carapace (removed) and 4 on plastron (removed). Large notch in No. 9 RM. Large piece of No. 10 + 11 RM missing ( probable fish bite),NA,NA,NA,NA,NA,NA
2007_RE_0340,8/18/2007,researcher_23,site_53,creek,net,fisher_861,site_8,species_1,site_80,KE2882,None,NA,NA,NA,46.2,42.9,NA,NA,Small notch between No. 8 and 9 RM. Small notch between No. 10 and 11 RM. 4 barnacles on carapace& removed. Phalanges of LFF broken.,NA,NA,NA,NA,NA,NA
2007_RE_0341,8/18/2007,researcher_23,site_53,creek,net,fisher_861,site_8,species_1,site_80,KE3032,None,NA,NA,NA,45.5,44.9,NA,NA,Small notch in No. 8 RM. Outer edge of LRF missing (old wound). Notch at tip of LFF. Flaking on all scutes.,NA,NA,NA,NA,NA,NA
2007_RE_0342,8/20/2007,researcher_9,site_36,creek,uzio,fisher_1118,site_58,species_1,site_80,KE2844,None,NA,NA,NA,52.9,48.1,NA,NA,A deep notch in 8th& 10th RMS and RSCL. Shell is beginning to flake. Flaking plastron.,NA,NA,NA,NA,NA,NA
