ID,error
2011_RE_0727 x CaptureMethod,0.0
2011_RE_0727 x Fisher,0.0
2011_RE_0727 x LandingSite,0.0
2011_RE_0727 x Species,0.0
2011_RE_0727 x ReleaseSite,0.0
2011_RE_0727 x Tag_1,0.0
2011_RE_0727 x Tag_2,0.0
2011_RE_0727 x Tag_3,0.0
2011_RE_0727 x Lost_Tags,0.0
2011_RE_0727 x T_Number,0.0
2011_RE_0727 x CCL_cm,0.0
2011_RE_0727 x CCW_cm,0.0
2011_RE_0727 x Weight_Kg,0.0
2011_RE_0727 x Sex,0.0
2011_RE_0727 x TurtleCharacteristics,0.0
2011_RE_0727 x Status,0.0
2011_RE_0727 x Date_Release,0.0
2011_RE_0727 x Release_Admiss_Notes,0.0
2011_RE_0727 x SpecialRemarks,0.0
2011_RE_0727 x PCVNumber,0.0
2011_RE_0727 x Expenditure,0.0
2011_RE_0728 x Date_Caught,0.0
2011_RE_0728 x Researcher,0.0
2011_RE_0728 x CaptureSite,0.0
2011_RE_0728 x ForagingGround,0.0
2011_RE_0728 x CaptureMethod,0.0
2011_RE_0728 x Fisher,0.0
2011_RE_0728 x LandingSite,0.0
2011_RE_0728 x Species,0.0
2011_RE_0728 x ReleaseSite,0.0
2011_RE_0728 x Tag_1,0.0
2011_RE_0728 x Tag_2,0.0
2011_RE_0728 x Tag_3,0.0
2011_RE_0728 x Lost_Tags,0.0
2011_RE_0728 x T_Number,0.0
2011_RE_0728 x CCL_cm,0.0
2011_RE_0728 x CCW_cm,0.0
2011_RE_0728 x Weight_Kg,0.0
2011_RE_0728 x Sex,0.0
2011_RE_0728 x TurtleCharacteristics,0.0
2011_RE_0728 x Status,0.0
2011_RE_0728 x Date_Release,0.0
2011_RE_0728 x Release_Admiss_Notes,0.0
2011_RE_0728 x SpecialRemarks,0.0
2011_RE_0728 x PCVNumber,0.0
2011_RE_0728 x Expenditure,0.0
2011_RE_0729 x Date_Caught,0.0
2011_RE_0729 x Researcher,0.0
2011_RE_0729 x CaptureSite,0.0
2011_RE_0729 x ForagingGround,0.0
2011_RE_0729 x CaptureMethod,0.0
2011_RE_0729 x Fisher,0.0
2011_RE_0729 x LandingSite,0.0
2011_RE_0729 x Species,0.0
2011_RE_0729 x ReleaseSite,1.0
2011_RE_0729 x Tag_1,0.0
2011_RE_0729 x Tag_2,0.0
2011_RE_0729 x Tag_3,0.0
2011_RE_0729 x Lost_Tags,0.0
2011_RE_0729 x T_Number,0.0
2011_RE_0729 x CCL_cm,0.0
2011_RE_0729 x CCW_cm,0.0
2011_RE_0729 x Weight_Kg,0.0
2011_RE_0729 x Sex,0.0
2011_RE_0729 x TurtleCharacteristics,0.0
2011_RE_0729 x Status,0.0
2011_RE_0729 x Date_Release,0.0
2011_RE_0729 x Release_Admiss_Notes,0.0
2011_RE_0729 x SpecialRemarks,0.0
2011_RE_0729 x PCVNumber,0.0
2011_RE_0729 x Expenditure,0.0
2011_RE_0730 x Date_Caught,0.0
2011_RE_0730 x Researcher,0.0
2011_RE_0730 x CaptureSite,0.0
2011_RE_0730 x ForagingGround,0.0
2011_RE_0730 x CaptureMethod,0.0
2011_RE_0730 x Fisher,0.0
2011_RE_0730 x LandingSite,0.0
2011_RE_0730 x Species,0.0
2011_RE_0730 x ReleaseSite,0.0
2011_RE_0730 x Tag_1,0.0
2011_RE_0730 x Tag_2,0.0
2011_RE_0730 x Tag_3,0.0
2011_RE_0730 x Lost_Tags,0.0
2011_RE_0730 x T_Number,0.0
2011_RE_0730 x CCL_cm,0.0
2011_RE_0730 x CCW_cm,0.0
2011_RE_0730 x Weight_Kg,0.0
2011_RE_0730 x Sex,0.0
2011_RE_0730 x TurtleCharacteristics,0.0
2011_RE_0730 x Status,0.0
2011_RE_0730 x Date_Release,0.0
2011_RE_0730 x Release_Admiss_Notes,0.0
2011_RE_0730 x SpecialRemarks,0.0
2011_RE_0730 x PCVNumber,0.0
2011_RE_0730 x Expenditure,0.0
2011_RE_0731 x Date_Caught,0.0
2011_RE_0731 x Researcher,0.0
2011_RE_0731 x CaptureSite,0.0
2011_RE_0731 x ForagingGround,0.0
2011_RE_0731 x CaptureMethod,0.0
2011_RE_0731 x Fisher,0.0
2011_RE_0731 x LandingSite,0.0
2011_RE_0731 x Species,0.0
2011_RE_0731 x ReleaseSite,0.0
2011_RE_0731 x Tag_1,0.0
2011_RE_0731 x Tag_2,0.0
2011_RE_0731 x Tag_3,0.0
2011_RE_0731 x Lost_Tags,0.0
2011_RE_0731 x T_Number,0.0
2011_RE_0731 x CCL_cm,0.0
2011_RE_0731 x CCW_cm,0.0
2011_RE_0731 x Weight_Kg,0.0
2011_RE_0731 x Sex,0.0
2011_RE_0731 x TurtleCharacteristics,0.0
2011_RE_0731 x Status,0.0
2011_RE_0731 x Date_Release,0.0
2011_RE_0731 x Release_Admiss_Notes,0.0
2011_RE_0731 x SpecialRemarks,0.0
2011_RE_0731 x PCVNumber,0.0
2011_RE_0731 x Expenditure,0.0
2011_RE_0732 x Date_Caught,0.0
2011_RE_0732 x Researcher,0.0
2011_RE_0732 x CaptureSite,0.0
2011_RE_0732 x ForagingGround,0.0
2011_RE_0732 x CaptureMethod,0.0
2011_RE_0732 x Fisher,0.0
2011_RE_0732 x LandingSite,0.0
2011_RE_0732 x Species,0.0
2011_RE_0732 x ReleaseSite,0.0
2011_RE_0732 x Tag_1,0.0
2011_RE_0732 x Tag_2,0.0
2011_RE_0732 x Tag_3,0.0
2011_RE_0732 x Lost_Tags,0.0
2011_RE_0732 x T_Number,0.0
2011_RE_0732 x CCL_cm,0.0
2011_RE_0732 x CCW_cm,0.0
2011_RE_0732 x Weight_Kg,0.0
2011_RE_0732 x Sex,0.0
2011_RE_0732 x TurtleCharacteristics,0.0
2011_RE_0732 x Status,0.0
2011_RE_0732 x Date_Release,0.0
2011_RE_0732 x Release_Admiss_Notes,0.0
2011_RE_0732 x SpecialRemarks,0.0
2011_RE_0732 x PCVNumber,0.0
2011_RE_0732 x Expenditure,0.0
2011_RE_0733 x Date_Caught,0.0
2011_RE_0733 x Researcher,0.0
2011_RE_0733 x CaptureSite,0.0
2011_RE_0733 x ForagingGround,0.0
2011_RE_0733 x CaptureMethod,0.0
2011_RE_0733 x Fisher,0.0
2011_RE_0733 x LandingSite,0.0
2011_RE_0733 x Species,0.0
2011_RE_0733 x ReleaseSite,1.0
2011_RE_0733 x Tag_1,0.0
2011_RE_0733 x Tag_2,0.0
2011_RE_0733 x Tag_3,0.0
2011_RE_0733 x Lost_Tags,0.0
2011_RE_0733 x T_Number,0.0
2011_RE_0733 x CCL_cm,0.0
2011_RE_0733 x CCW_cm,0.0
2011_RE_0733 x Weight_Kg,0.0
2011_RE_0733 x Sex,0.0
2011_RE_0733 x TurtleCharacteristics,0.0
2011_RE_0733 x Status,0.0
2011_RE_0733 x Date_Release,0.0
2011_RE_0733 x Release_Admiss_Notes,0.0
2011_RE_0733 x SpecialRemarks,0.0
2011_RE_0733 x PCVNumber,0.0
2011_RE_0733 x Expenditure,0.0
2011_RE_0734 x Date_Caught,0.0
2011_RE_0734 x Researcher,0.0
2011_RE_0734 x CaptureSite,0.0
2011_RE_0734 x ForagingGround,0.0
2011_RE_0734 x CaptureMethod,0.0
2011_RE_0734 x Fisher,0.0
2011_RE_0734 x LandingSite,0.0
2011_RE_0734 x Species,0.0
2011_RE_0734 x ReleaseSite,0.0
2011_RE_0734 x Tag_1,0.0
2011_RE_0734 x Tag_2,0.0
2011_RE_0734 x Tag_3,0.0
2011_RE_0734 x Lost_Tags,0.0
2011_RE_0734 x T_Number,0.0
2011_RE_0734 x CCL_cm,0.0
2011_RE_0734 x CCW_cm,0.0
2011_RE_0734 x Weight_Kg,0.0
2011_RE_0734 x Sex,0.0
2011_RE_0734 x TurtleCharacteristics,0.0
2011_RE_0734 x Status,0.0
2011_RE_0734 x Date_Release,0.0
2011_RE_0734 x Release_Admiss_Notes,0.0
2011_RE_0734 x SpecialRemarks,0.0
2011_RE_0734 x PCVNumber,0.0
2011_RE_0734 x Expenditure,0.0
2011_RE_0735 x Date_Caught,0.0
2011_RE_0735 x Researcher,0.0
2011_RE_0735 x CaptureSite,0.0
2011_RE_0735 x ForagingGround,0.0
2011_RE_0735 x CaptureMethod,0.0
2011_RE_0735 x Fisher,0.0
2011_RE_0735 x LandingSite,0.0
2011_RE_0735 x Species,0.0
2011_RE_0735 x ReleaseSite,0.0
2011_RE_0735 x Tag_1,0.0
2011_RE_0735 x Tag_2,0.0
2011_RE_0735 x Tag_3,0.0
2011_RE_0735 x Lost_Tags,0.0
2011_RE_0735 x T_Number,0.0
2011_RE_0735 x CCL_cm,0.0
2011_RE_0735 x CCW_cm,0.0
2011_RE_0735 x Weight_Kg,0.0
2011_RE_0735 x Sex,0.0
2011_RE_0735 x TurtleCharacteristics,0.0
2011_RE_0735 x Status,0.0
2011_RE_0735 x Date_Release,0.0
2011_RE_0735 x Release_Admiss_Notes,0.0
2011_RE_0735 x SpecialRemarks,0.0
2011_RE_0735 x PCVNumber,0.0
2011_RE_0735 x Expenditure,0.0
2011_RE_0736 x Date_Caught,0.0
2011_RE_0736 x Researcher,0.0
2011_RE_0736 x CaptureSite,0.0
2011_RE_0736 x ForagingGround,0.0
2011_RE_0736 x CaptureMethod,0.0
2011_RE_0736 x Fisher,1.0
2011_RE_0736 x LandingSite,0.0
2011_RE_0736 x Species,0.0
2011_RE_0736 x ReleaseSite,0.0
2011_RE_0736 x Tag_1,0.0
2011_RE_0736 x Tag_2,0.0
2011_RE_0736 x Tag_3,0.0
2011_RE_0736 x Lost_Tags,0.0
2011_RE_0736 x T_Number,0.0
2011_RE_0736 x CCL_cm,0.0
2011_RE_0736 x CCW_cm,0.0
2011_RE_0736 x Weight_Kg,0.0
2011_RE_0736 x Sex,0.0
2011_RE_0736 x TurtleCharacteristics,0.0
2011_RE_0736 x Status,0.0
2011_RE_0736 x Date_Release,0.0
2011_RE_0736 x Release_Admiss_Notes,0.0
2011_RE_0736 x SpecialRemarks,0.0
2011_RE_0736 x PCVNumber,0.0
2011_RE_0736 x Expenditure,0.0
2011_RE_0737 x Date_Caught,0.0
2011_RE_0737 x Researcher,0.0
2011_RE_0737 x CaptureSite,0.0
2011_RE_0737 x ForagingGround,0.0
2011_RE_0737 x CaptureMethod,0.0
2011_RE_0737 x Fisher,0.0
2011_RE_0737 x LandingSite,0.0
2011_RE_0737 x Species,0.0
2011_RE_0737 x ReleaseSite,0.0
2011_RE_0737 x Tag_1,0.0
2011_RE_0737 x Tag_2,0.0
2011_RE_0737 x Tag_3,0.0
2011_RE_0737 x Lost_Tags,0.0
2011_RE_0737 x T_Number,0.0
2011_RE_0737 x CCL_cm,0.0
2011_RE_0737 x CCW_cm,0.0
2011_RE_0737 x Weight_Kg,0.0
2011_RE_0737 x Sex,0.0
2011_RE_0737 x TurtleCharacteristics,0.0
2011_RE_0737 x Status,0.0
2011_RE_0737 x Date_Release,0.0
2011_RE_0737 x Release_Admiss_Notes,0.0
2011_RE_0737 x SpecialRemarks,0.0
2011_RE_0737 x PCVNumber,0.0
2011_RE_0737 x Expenditure,0.0
2011_RE_0738 x Date_Caught,0.0
2011_RE_0738 x Researcher,0.0
2011_RE_0738 x CaptureSite,0.0
2011_RE_0738 x ForagingGround,0.0
2011_RE_0738 x CaptureMethod,0.0
2011_RE_0738 x Fisher,0.0
2011_RE_0738 x LandingSite,0.0
2011_RE_0738 x Species,0.0
2011_RE_0738 x ReleaseSite,0.0
2011_RE_0738 x Tag_1,0.0
2011_RE_0738 x Tag_2,0.0
2011_RE_0738 x Tag_3,0.0
2011_RE_0738 x Lost_Tags,0.0
2011_RE_0738 x T_Number,0.0
2011_RE_0738 x CCL_cm,0.0
2011_RE_0738 x CCW_cm,0.0
2011_RE_0738 x Weight_Kg,0.0
2011_RE_0738 x Sex,0.0
2011_RE_0738 x TurtleCharacteristics,0.0
2011_RE_0738 x Status,0.0
2011_RE_0738 x Date_Release,0.0
2011_RE_0738 x Release_Admiss_Notes,0.0
2011_RE_0738 x SpecialRemarks,0.0
2011_RE_0738 x PCVNumber,0.0
2011_RE_0738 x Expenditure,0.0
2011_RE_0739 x Date_Caught,0.0
2011_RE_0739 x Researcher,0.0
2011_RE_0739 x CaptureSite,0.0
2011_RE_0739 x ForagingGround,0.0
2011_RE_0739 x CaptureMethod,0.0
2011_RE_0739 x Fisher,0.0
2011_RE_0739 x LandingSite,0.0
2011_RE_0739 x Species,0.0
2011_RE_0739 x ReleaseSite,0.0
2011_RE_0739 x Tag_1,0.0
2011_RE_0739 x Tag_2,0.0
2011_RE_0739 x Tag_3,0.0
2011_RE_0739 x Lost_Tags,0.0
2011_RE_0739 x T_Number,0.0
2011_RE_0739 x CCL_cm,0.0
2011_RE_0739 x CCW_cm,0.0
2011_RE_0739 x Weight_Kg,0.0
2011_RE_0739 x Sex,0.0
2011_RE_0739 x TurtleCharacteristics,0.0
2011_RE_0739 x Status,0.0
2011_RE_0739 x Date_Release,0.0
2011_RE_0739 x Release_Admiss_Notes,0.0
2011_RE_0739 x SpecialRemarks,0.0
2011_RE_0739 x PCVNumber,0.0
2011_RE_0739 x Expenditure,0.0
2011_RE_0740 x Date_Caught,0.0
2011_RE_0740 x Researcher,0.0
2011_RE_0740 x CaptureSite,0.0
2011_RE_0740 x ForagingGround,0.0
2011_RE_0740 x CaptureMethod,0.0
2011_RE_0740 x Fisher,0.0
2011_RE_0740 x LandingSite,0.0
2011_RE_0740 x Species,0.0
2011_RE_0740 x ReleaseSite,0.0
2011_RE_0740 x Tag_1,0.0
2011_RE_0740 x Tag_2,0.0
2011_RE_0740 x Tag_3,0.0
2011_RE_0740 x Lost_Tags,0.0
2011_RE_0740 x T_Number,0.0
2011_RE_0740 x CCL_cm,0.0
2011_RE_0740 x CCW_cm,0.0
2011_RE_0740 x Weight_Kg,0.0
2011_RE_0740 x Sex,0.0
2011_RE_0740 x TurtleCharacteristics,0.0
2011_RE_0740 x Status,0.0
2011_RE_0740 x Date_Release,0.0
2011_RE_0740 x Release_Admiss_Notes,0.0
2011_RE_0740 x SpecialRemarks,0.0
2011_RE_0740 x PCVNumber,0.0
2011_RE_0740 x Expenditure,0.0
2011_RE_0741 x Date_Caught,0.0
2011_RE_0741 x Researcher,0.0
2011_RE_0741 x CaptureSite,0.0
2011_RE_0741 x ForagingGround,0.0
2011_RE_0741 x CaptureMethod,0.0
2011_RE_0741 x Fisher,0.0
2011_RE_0741 x LandingSite,0.0
2011_RE_0741 x Species,0.0
2011_RE_0741 x ReleaseSite,0.0
2011_RE_0741 x Tag_1,0.0
2011_RE_0741 x Tag_2,0.0
2011_RE_0741 x Tag_3,0.0
2011_RE_0741 x Lost_Tags,0.0
2011_RE_0741 x T_Number,0.0
2011_RE_0741 x CCL_cm,0.0
2011_RE_0741 x CCW_cm,0.0
2011_RE_0741 x Weight_Kg,0.0
2011_RE_0741 x Sex,0.0
2011_RE_0741 x TurtleCharacteristics,0.0
2011_RE_0741 x Status,0.0
2011_RE_0741 x Date_Release,0.0
2011_RE_0741 x Release_Admiss_Notes,0.0
2011_RE_0741 x SpecialRemarks,0.0
2011_RE_0741 x PCVNumber,0.0
2011_RE_0741 x Expenditure,0.0
2011_RE_0742 x Date_Caught,0.0
2011_RE_0742 x Researcher,0.0
2011_RE_0742 x CaptureSite,0.0
2011_RE_0742 x ForagingGround,0.0
2011_RE_0742 x CaptureMethod,0.0
2011_RE_0742 x Fisher,0.0
2011_RE_0742 x LandingSite,0.0
2011_RE_0742 x Species,0.0
2011_RE_0742 x ReleaseSite,0.0
2011_RE_0742 x Tag_1,0.0
2011_RE_0742 x Tag_2,0.0
2011_RE_0742 x Tag_3,0.0
2011_RE_0742 x Lost_Tags,0.0
2011_RE_0742 x T_Number,0.0
2011_RE_0742 x CCL_cm,0.0
2011_RE_0742 x CCW_cm,0.0
2011_RE_0742 x Weight_Kg,0.0
2011_RE_0742 x Sex,0.0
2011_RE_0742 x TurtleCharacteristics,0.0
2011_RE_0742 x Status,0.0
2011_RE_0742 x Date_Release,0.0
2011_RE_0742 x Release_Admiss_Notes,0.0
2011_RE_0742 x SpecialRemarks,0.0
2011_RE_0742 x PCVNumber,0.0
2011_RE_0742 x Expenditure,0.0
2011_RE_0743 x Date_Caught,0.0
2011_RE_0743 x Researcher,0.0
2011_RE_0743 x CaptureSite,0.0
2011_RE_0743 x ForagingGround,0.0
2011_RE_0743 x CaptureMethod,0.0
2011_RE_0743 x Fisher,1.0
2011_RE_0743 x LandingSite,0.0
2011_RE_0743 x Species,0.0
2011_RE_0743 x ReleaseSite,0.0
2011_RE_0743 x Tag_1,0.0
2011_RE_0743 x Tag_2,0.0
2011_RE_0743 x Tag_3,0.0
2011_RE_0743 x Lost_Tags,0.0
2011_RE_0743 x T_Number,0.0
2011_RE_0743 x CCL_cm,0.0
2011_RE_0743 x CCW_cm,0.0
2011_RE_0743 x Weight_Kg,0.0
2011_RE_0743 x Sex,0.0
2011_RE_0743 x TurtleCharacteristics,0.0
2011_RE_0743 x Status,0.0
2011_RE_0743 x Date_Release,0.0
2011_RE_0743 x Release_Admiss_Notes,0.0
2011_RE_0743 x SpecialRemarks,0.0
2011_RE_0743 x PCVNumber,0.0
2011_RE_0743 x Expenditure,0.0
2011_RE_0744 x Date_Caught,0.0
2011_RE_0744 x Researcher,0.0
2011_RE_0744 x CaptureSite,0.0
2011_RE_0744 x ForagingGround,0.0
2011_RE_0744 x CaptureMethod,0.0
2011_RE_0744 x Fisher,0.0
2011_RE_0744 x LandingSite,0.0
2011_RE_0744 x Species,0.0
2011_RE_0744 x ReleaseSite,0.0
2011_RE_0744 x Tag_1,0.0
2011_RE_0744 x Tag_2,0.0
2011_RE_0744 x Tag_3,0.0
2011_RE_0744 x Lost_Tags,0.0
2011_RE_0744 x T_Number,0.0
2011_RE_0744 x CCL_cm,0.0
2011_RE_0744 x CCW_cm,0.0
2011_RE_0744 x Weight_Kg,0.0
2011_RE_0744 x Sex,0.0
2011_RE_0744 x TurtleCharacteristics,0.0
2011_RE_0744 x Status,0.0
2011_RE_0744 x Date_Release,0.0
2011_RE_0744 x Release_Admiss_Notes,0.0
2011_RE_0744 x SpecialRemarks,0.0
2011_RE_0744 x PCVNumber,0.0
2011_RE_0744 x Expenditure,0.0
2011_RE_0745 x Date_Caught,0.0
2011_RE_0745 x Researcher,0.0
2011_RE_0745 x CaptureSite,0.0
2011_RE_0745 x ForagingGround,0.0
2011_RE_0745 x CaptureMethod,0.0
2011_RE_0745 x Fisher,0.0
2011_RE_0745 x LandingSite,0.0
2011_RE_0745 x Species,0.0
2011_RE_0745 x ReleaseSite,0.0
2011_RE_0745 x Tag_1,0.0
2011_RE_0745 x Tag_2,0.0
2011_RE_0745 x Tag_3,0.0
2011_RE_0745 x Lost_Tags,0.0
2011_RE_0745 x T_Number,0.0
2011_RE_0745 x CCL_cm,0.0
2011_RE_0745 x CCW_cm,0.0
2011_RE_0745 x Weight_Kg,0.0
2011_RE_0745 x Sex,0.0
2011_RE_0745 x TurtleCharacteristics,0.0
2011_RE_0745 x Status,0.0
2011_RE_0745 x Date_Release,0.0
2011_RE_0745 x Release_Admiss_Notes,0.0
2011_RE_0745 x SpecialRemarks,0.0
2011_RE_0745 x PCVNumber,0.0
2011_RE_0745 x Expenditure,0.0
2011_RE_0746 x Date_Caught,0.0
2011_RE_0746 x Researcher,0.0
2011_RE_0746 x CaptureSite,0.0
2011_RE_0746 x ForagingGround,0.0
2011_RE_0746 x CaptureMethod,0.0
2011_RE_0746 x Fisher,0.0
2011_RE_0746 x LandingSite,0.0
2011_RE_0746 x Species,0.0
2011_RE_0746 x ReleaseSite,1.0
2011_RE_0746 x Tag_1,0.0
2011_RE_0746 x Tag_2,0.0
2011_RE_0746 x Tag_3,0.0
2011_RE_0746 x Lost_Tags,0.0
2011_RE_0746 x T_Number,0.0
2011_RE_0746 x CCL_cm,0.0
2011_RE_0746 x CCW_cm,0.0
2011_RE_0746 x Weight_Kg,0.0
2011_RE_0746 x Sex,0.0
2011_RE_0746 x TurtleCharacteristics,0.0
2011_RE_0746 x Status,0.0
2011_RE_0746 x Date_Release,0.0
2011_RE_0746 x Release_Admiss_Notes,0.0
2011_RE_0746 x SpecialRemarks,0.0
2011_RE_0746 x PCVNumber,0.0
2011_RE_0746 x Expenditure,0.0
2011_RE_0747 x Date_Caught,0.0
2011_RE_0747 x Researcher,0.0
2011_RE_0747 x CaptureSite,0.0
2011_RE_0747 x ForagingGround,0.0
2011_RE_0747 x CaptureMethod,0.0
2011_RE_0747 x Fisher,0.0
2011_RE_0747 x LandingSite,0.0
2011_RE_0747 x Species,0.0
2011_RE_0747 x ReleaseSite,0.0
2011_RE_0747 x Tag_1,0.0
2011_RE_0747 x Tag_2,0.0
2011_RE_0747 x Tag_3,0.0
2011_RE_0747 x Lost_Tags,0.0
2011_RE_0747 x T_Number,0.0
2011_RE_0747 x CCL_cm,0.0
2011_RE_0747 x CCW_cm,0.0
2011_RE_0747 x Weight_Kg,0.0
2011_RE_0747 x Sex,0.0
2011_RE_0747 x TurtleCharacteristics,0.0
2011_RE_0747 x Status,0.0
2011_RE_0747 x Date_Release,0.0
2011_RE_0747 x Release_Admiss_Notes,0.0
2011_RE_0747 x SpecialRemarks,0.0
2011_RE_0747 x PCVNumber,0.0
2011_RE_0747 x Expenditure,0.0
2011_RE_0748 x Date_Caught,0.0
2011_RE_0748 x Researcher,0.0
2011_RE_0748 x CaptureSite,0.0
2011_RE_0748 x ForagingGround,0.0
2011_RE_0748 x CaptureMethod,0.0
2011_RE_0748 x Fisher,0.0
2011_RE_0748 x LandingSite,0.0
2011_RE_0748 x Species,0.0
2011_RE_0748 x ReleaseSite,0.0
2011_RE_0748 x Tag_1,0.0
2011_RE_0748 x Tag_2,0.0
2011_RE_0748 x Tag_3,0.0
2011_RE_0748 x Lost_Tags,0.0
2011_RE_0748 x T_Number,0.0
2011_RE_0748 x CCL_cm,0.0
2011_RE_0748 x CCW_cm,0.0
2011_RE_0748 x Weight_Kg,0.0
2011_RE_0748 x Sex,0.0
2011_RE_0748 x TurtleCharacteristics,0.0
2011_RE_0748 x Status,0.0
2011_RE_0748 x Date_Release,0.0
2011_RE_0748 x Release_Admiss_Notes,0.0
2011_RE_0748 x SpecialRemarks,0.0
2011_RE_0748 x PCVNumber,0.0
2011_RE_0748 x Expenditure,0.0
2011_RE_0749 x Date_Caught,0.0
2011_RE_0749 x Researcher,0.0
2011_RE_0749 x CaptureSite,0.0
2011_RE_0749 x ForagingGround,0.0
2011_RE_0749 x CaptureMethod,0.0
2011_RE_0749 x Fisher,0.0
2011_RE_0749 x LandingSite,0.0
2011_RE_0749 x Species,0.0
2011_RE_0749 x ReleaseSite,0.0
2011_RE_0749 x Tag_1,0.0
2011_RE_0749 x Tag_2,0.0
2011_RE_0749 x Tag_3,0.0
2011_RE_0749 x Lost_Tags,0.0
2011_RE_0749 x T_Number,0.0
2011_RE_0749 x CCL_cm,0.0
2011_RE_0749 x CCW_cm,0.0
2011_RE_0749 x Weight_Kg,0.0
2011_RE_0749 x Sex,0.0
2011_RE_0749 x TurtleCharacteristics,0.0
2011_RE_0749 x Status,0.0
2011_RE_0749 x Date_Release,0.0
2011_RE_0749 x Release_Admiss_Notes,0.0
2011_RE_0749 x SpecialRemarks,0.0
2011_RE_0749 x PCVNumber,0.0
2011_RE_0749 x Expenditure,0.0
2011_RE_0750 x Date_Caught,0.0
2011_RE_0750 x Researcher,0.0
2011_RE_0750 x CaptureSite,0.0
2011_RE_0750 x ForagingGround,0.0
2011_RE_0750 x CaptureMethod,0.0
2011_RE_0750 x Fisher,0.0
2011_RE_0750 x LandingSite,0.0
2011_RE_0750 x Species,0.0
2011_RE_0750 x ReleaseSite,0.0
2011_RE_0750 x Tag_1,0.0
2011_RE_0750 x Tag_2,0.0
2011_RE_0750 x Tag_3,0.0
2011_RE_0750 x Lost_Tags,0.0
2011_RE_0750 x T_Number,0.0
2011_RE_0750 x CCL_cm,0.0
2011_RE_0750 x CCW_cm,0.0
2011_RE_0750 x Weight_Kg,0.0
2011_RE_0750 x Sex,0.0
2011_RE_0750 x TurtleCharacteristics,0.0
2011_RE_0750 x Status,0.0
2011_RE_0750 x Date_Release,0.0
2011_RE_0750 x Release_Admiss_Notes,0.0
2011_RE_0750 x SpecialRemarks,0.0
2011_RE_0750 x PCVNumber,0.0
2011_RE_0750 x Expenditure,0.0
2011_RE_0751 x Date_Caught,0.0
2011_RE_0751 x Researcher,0.0
2011_RE_0751 x CaptureSite,0.0
2011_RE_0751 x ForagingGround,0.0
2011_RE_0751 x CaptureMethod,0.0
2011_RE_0751 x Fisher,0.0
2011_RE_0751 x LandingSite,0.0
2011_RE_0751 x Species,0.0
2011_RE_0751 x ReleaseSite,0.0
2011_RE_0751 x Tag_1,0.0
2011_RE_0751 x Tag_2,0.0
2011_RE_0751 x Tag_3,0.0
2011_RE_0751 x Lost_Tags,0.0
2011_RE_0751 x T_Number,0.0
2011_RE_0751 x CCL_cm,0.0
2011_RE_0751 x CCW_cm,0.0
2011_RE_0751 x Weight_Kg,0.0
2011_RE_0751 x Sex,0.0
2011_RE_0751 x TurtleCharacteristics,0.0
2011_RE_0751 x Status,0.0
2011_RE_0751 x Date_Release,0.0
2011_RE_0751 x Release_Admiss_Notes,0.0
2011_RE_0751 x SpecialRemarks,0.0
2011_RE_0751 x PCVNumber,0.0
2011_RE_0751 x Expenditure,0.0
2011_RE_0752 x Date_Caught,0.0
2011_RE_0752 x Researcher,0.0
2011_RE_0752 x CaptureSite,0.0
2011_RE_0752 x ForagingGround,0.0
2011_RE_0752 x CaptureMethod,0.0
2011_RE_0752 x Fisher,0.0
2011_RE_0752 x LandingSite,0.0
2011_RE_0752 x Species,0.0
2011_RE_0752 x ReleaseSite,0.0
2011_RE_0752 x Tag_1,0.0
2011_RE_0752 x Tag_2,0.0
2011_RE_0752 x Tag_3,0.0
2011_RE_0752 x Lost_Tags,0.0
2011_RE_0752 x T_Number,0.0
2011_RE_0752 x CCL_cm,0.0
2011_RE_0752 x CCW_cm,0.0
2011_RE_0752 x Weight_Kg,0.0
2011_RE_0752 x Sex,0.0
2011_RE_0752 x TurtleCharacteristics,0.0
2011_RE_0752 x Status,0.0
2011_RE_0752 x Date_Release,0.0
2011_RE_0752 x Release_Admiss_Notes,0.0
2011_RE_0752 x SpecialRemarks,0.0
2011_RE_0752 x PCVNumber,0.0
2011_RE_0752 x Expenditure,0.0
2011_RE_0753 x Date_Caught,0.0
2011_RE_0753 x Researcher,0.0
2011_RE_0753 x CaptureSite,0.0
2011_RE_0753 x ForagingGround,0.0
2011_RE_0753 x CaptureMethod,0.0
2011_RE_0753 x Fisher,0.0
2011_RE_0753 x LandingSite,0.0
2011_RE_0753 x Species,0.0
2011_RE_0753 x ReleaseSite,0.0
2011_RE_0753 x Tag_1,0.0
2011_RE_0753 x Tag_2,0.0
2011_RE_0753 x Tag_3,0.0
2011_RE_0753 x Lost_Tags,0.0
2011_RE_0753 x T_Number,0.0
2011_RE_0753 x CCL_cm,0.0
2011_RE_0753 x CCW_cm,0.0
2011_RE_0753 x Weight_Kg,0.0
2011_RE_0753 x Sex,0.0
2011_RE_0753 x TurtleCharacteristics,0.0
2011_RE_0753 x Status,0.0
2011_RE_0753 x Date_Release,0.0
2011_RE_0753 x Release_Admiss_Notes,0.0
2011_RE_0753 x SpecialRemarks,0.0
2011_RE_0753 x PCVNumber,0.0
2011_RE_0753 x Expenditure,0.0
2011_RE_0754 x Date_Caught,0.0
2011_RE_0754 x Researcher,0.0
2011_RE_0754 x CaptureSite,0.0
2011_RE_0754 x ForagingGround,0.0
2011_RE_0754 x CaptureMethod,0.0
